Segment..Segment_set;Segment..Segment_nature;Complex..ComplexID;ClauseID;ClauseID_text;Clause;Embedded_count;Agent;Process;Medium;Range;Beneficiary;sequence;Agent_presence;Process_presence;Medium_presence;Range_presence;Beneficiary_presence
SetA;manually constructed;336_1;33611;336_1_1;O transtorno do déficit de atenção e hiperatividade (TDAH) é uma condição [[caracterizada por déficit de atenção e hiperatividade]].;1;;é;O transtorno do déficit de atenção e hiperatividade (TDAH);uma condição caracterizada por déficit de atenção e hiperatividade.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;339_1;33911;339_1_1;A nível mundial, a esquizofrenia afeta cerca de 1% da população.;0;a esquizofrenia;afeta;cerca de 1% da população;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;340_1;34011;340_1_1;Apesar de que não se conhece a causa exata da esquizofrenia,;0;se ;conhece;a causa exata da esquizofrenia,;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;340_1;34013;340_1_3;não sendo causada por fatores sociais.;0;;sendo causada;por fatores sociais;[^esquizofrenia];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;341_1;34111;341_1_1;A chance [[de um gêmeo adquirir essa doença]] é de 50%;1;;é;A chance [[de um gêmeo adquirir essa doença]];de 50%;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;343_1;34311;343_1_1;Pessoas [[que sofreram esquizofrenia em idade avançado e que tinham bom desempenho antes da doença]] possuem maior risco de cometer suicídio,;1;;possuem;Pessoas [[que sofreram esquizofrenia em idade avançado e que tinham bom desempenho antes da doença]];maior risco de cometer suicídio;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;344_1;34412;344_1_2;mais eficientes [^serão] os resultados;0;;serão;os resultados;mais eficientes;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;345_1;34511;345_1_1;Se não for feito o tratamento com medicamentos,;0;;for feito;o tratamento;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;346_1;34611;346_1_1;Na maioria dos casos, o uso contínuo de medicamentos reduz os sintomas e essa porcentagem para cerca de 30%.;0;o uso contínuo de medicamentos;reduz;os sintomas e essa porcentagem;para cerca de 30%;;Agent_Process_Medium_Range;1;1;1;1;0
SetA;manually constructed;347_1;34711;347_1_1;Apenas uma porcentagem próxima de 15% das pessoas [[que sofrem de esquizofrenia]] é capaz de ter o mesmo desempenho de antes da doença.;1;;é capaz de ter;Apenas uma porcentagem próxima de 15% das pessoas [[que sofrem de esquizofrenia]];o mesmo desempenho de antes da doença.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;348_1;34813;348_1_3;e obstruir uma artéria.;0;;obstruir;uma artéria;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;352_1;35213;352_1_3;se ficar angustiada.;0;;ficar;[^a pessoa];angustiada;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;353_1;35311;353_1_1;No transtorno de estresse agudo (TEA), por um breve período, lembranças invadem a mente de pacientes após um evento traumático.;0;lembranças;invadem;a mente de pacientes;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;354_1;35411;354_1_1;No transtorno de estresse pós-traumático (TEPT), lembranças invadem repetidamente a mente de pacientes após um evento traumático.;0;lembranças;invadem;a mente de pacientes;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;355_1;35512;355_1_2;ou [^pode] ocorrer por si só, até seis meses depois do trauma.;0;;[^pode] ocorrer;[^O Transtorno de estresse pós-traumático (TEPT)];;;Process_Medium;0;1;1;0;0
SetA;manually constructed;356_1;35612;356_1_2;e [^podem] reagir da mesma forma [[que fizeram da primeira vez]];1;[^Os pacientes];[^podem] reagir;;;;Agent_Process;1;1;0;0;0
SetA;manually constructed;357_1;35711;357_1_1;Um dos efeitos negativos sobre o pensamento e o humor é [[a pessoa não se lembrar de grande parte do trauma]].;1;;é;Um dos efeitos negativos sobre o pensamento e o humor;[[a pessoa não se lembrar de grande parte do trauma]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;358_1;35813;358_1_3;estar revivendo o trauma.;0;;estar revivendo;[^a pessoa];o trauma;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;359_1;35911;359_1_1;Um transtorno de personalidade paranoica pode causar o transtorno delirante.;0;;pode causar;Um transtorno de personalidade paranoica;o transtorno delirante;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;360_1;36011;360_1_1;As pessoas com transtorno delirante costumam conviver normalmente com os outros,;0;As pessoas com transtorno delirante;costumam conviver;com os outros;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;361_1;36112;361_1_2;que se baseia no histórico e nos sintomas;0;;baseia;que;no histórico e nos sintomas;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;361_1;36113;361_1_3;após considerar outros fatores [[que podem causar os delírios]].;1;;considerar;outros fatores [[que podem causar os delírios]];;;Process_Medium;0;1;1;0;0
SetA;manually constructed;362_1;36211;362_1_1;O médico avalia o risco [[que o paciente oferece]], especialmente o risco [[de colocar em prática os delírios]].;2;O médico ;avalia;o risco [[que o paciente oferece]], especialmente o risco [[de colocar em prática os delírios]];;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;363_1;36311;363_1_1;A maior parte das pessoas pode continuar trabalhando.;0;A maior parte das pessoas;pode continuar trabalhando;;;;Agent_Process;1;1;0;0;0
SetA;manually constructed;364_1;36411;364_1_1;O objetivo do tratamento é [[criar uma boa relação entre médico e paciente]].;1;;é;O objetivo do tratamento;[[criar uma boa relação entre médico e paciente]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;365_1;36511;365_1_1;Nesse distúrbio psiquiátrico, o foco das preocupações é geral;0;;é;o foco das preocupações;geral;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;365_1;36512;365_1_2;e pode saltar de um assunto a outro.;0;[^o foco das preocupações];pode saltar;;de um assunto a outro;;Agent_Process_Range;1;1;0;1;0
SetA;manually constructed;366_1;36612;366_1_2;que se inicia subitamente;0;se;inicia;;;;Agent_Process;1;1;0;0;0
SetA;manually constructed;367_1;36713;367_1_3;visando se proteger de um novo ataque.;0;;visando se proteger;de um novo ataque;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;368_1;36812;368_1_2;como evitar situações [[que poderiam provocá-lo]];1;;evitar;situações [[que poderiam provocá-lo]];;;Process_Medium;0;1;1;0;0
SetA;manually constructed;369_1;36912;369_1_2;mas em outras os ataques ora melhoram,;0;;melhoram;os ataques;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;369_1;36913;369_1_3;ora pioram ao longo dos anos.;0;;pioram;[^os ataques];;;Process_Medium;0;1;1;0;0
SetA;manually constructed;370_1;37011;370_1_1;Alguns indivíduos são capazes [[de retornar ao local onde tiveram um ataque de pânico]];1;;são;Alguns indivíduos;capazes [[de retornar ao local [[onde tiveram um ataque de pânico]] ]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;371_1;37113;371_1_3;e mudou seu comportamento;0;[^o indivíduo];mudou;seu comportamento;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;372_1;37211;372_1_1;Na imunidade adquirida, os linfócitos B e T aprendem a atacar o invasor após o primeiro contato com ele,;0;os linfócitos B e T;aprendem a atacar;o invasor;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;372_1;37213;372_1_3;se encontrarem novamente o mesmo invasor.;0;[^os linfócitos B e T^];encontrarem;o mesmo invasor;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;373_1;37311;373_1_1;Os fagócitos comem as moléculas [[consideradas invasoras]];1;Os fagócitos;comem;as moléculas [[consideradas invasoras]];;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;374_1;37412;374_1_2;e são ingeridos por outras células.;0;por outras células;são ingeridos;[^a maior parte dos glóbulos brancos];;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;375_1;37511;375_1_1;Infecções frequentes graves de longa duração podem levar ao desenvolvimento de uma doença autoimune ou de um câncer.;0;;podem levar;Infecções frequentes graves de longa duração;ao desenvolvimento de uma doença autoimune ou de um câncer.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;376_1;37612;376_1_2;que afeta idosos com frequência;0;;afeta;idosos;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;378_1;37811;378_1_1;Alguns tipos de anticorpos (IgA e IgE) muitas vezes apresentam baixas concentrações no sangue.;0;;apresentam;Alguns tipos de anticorpos (IgA e IgE);baixas concentrações no sangue.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;379_1;37911;379_1_1;Alterações no sistema endócrino podem causar anormalidades como testículos pequenos, infertilidade e diabetes.;0;;podem causar;Alterações no sistema endócrino;anormalidades como testículos pequenos, infertilidade e diabetes.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;380_1;38011;380_1_1;As infecções pulmonares e dos seios nasais [[que reaparecem]] podem provocar pneumonias e doenças pulmonares crônicas;1;;podem provocar;As infecções pulmonares e dos seios nasais [[que reaparecem]];pneumonias e doenças pulmonares crônicas;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;382_1;38211;382_1_1;Para evitar infecções,;0;;evitar;[^médicos];infecções;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;382_1;38212;382_1_2;médicos utilizam antibióticos;0;médicos;utilizam;antibióticos;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;382_1;38213;382_1_3;e repõem imunoglobulinas no sangue.;0;;repõem;imunoglobulinas;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;384_1;38411;384_1_1;Condução térmica é a transferência de energia de molécula em molécula [[causada por sua agitação]].;1;;é;Condução térmica;a transferência de energia de molécula em molécula causada por sua agitação.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;385_1;38513;385_1_3;que a temperatura aumenta na extremidade da mão.;0;a temperatura;aumenta;;;;Agent_Process;1;1;0;0;0
SetA;manually constructed;386_1;38613;386_1_3;até que todo o objeto fique aquecido.;0;;fique;todo o objeto;aquecido;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;387_1;38711;387_1_1;Alguns materiais conduzem calor melhor que outros,;0;Alguns materiais;conduzem;Algun;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;388_1;38812;388_1_2;que conduzem bem o calor.;0;[^materiais];conduzem;o calor;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;389_1;38911;389_1_1;Nas substâncias isolantes, como borracha ou lã, esse processo é bem lento.;0;;é;esse processo;bem lento;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;391_1;39111;391_1_1;A convecção é a transferência de calor [[que ocorre nos fluidos causado pelas diferenças de densidade entre as partes que formam o sistema]];1;;é;A convecção;a transferência de calor [[que ocorre nos fluidos causado pelas diferenças de densidade entre as partes que formam o sistema]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;392_1;39211;392_1_1;Os alimentos da geladeira são resfriados dessa maneira.;0;;são resfriados;Os alimentos da geladeira;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;393_1;39312;393_1_2;porque o ar quente é menos denso que o ar frio.;0;;é;o ar quente;menos denso que o ar frio.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;394_1;39411;394_1_1;A irradiação é a transferência de calor através de ondas eletromagnéticas.;0;;é;A irradiação;a transferência de calor através de ondas eletromagnéticas.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;395_1;39511;395_1_1;A radiação térmica, ou irradiação, é uma forma [[de transferir calor]];1;;é;A radiação térmica, ou irradiação,;uma forma de transferir calor;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;395_1;39512;395_1_2;utilizando ondas eletromagnéticas.;0;;utilizando;ondas eletromagnéticas;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;397_1;39711;397_1_1;A condução e a convecção precisam de um meio material;0;;precisam;A condução e a convecção;de um meio material;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;398_1;39811;398_1_1;É dessa maneira [[que o sol aquece a Terra todo dia]];1;;É;[[que o sol aquece a Terra todo dia]];;;Process_Medium;0;1;1;0;0
SetA;manually constructed;398_1;39812;398_1_2;e a garrafa térmica mantém o café quentinho dentro dela.;0;;mantém;a garrafa térmica;o café quentinho;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;399_1;39912;399_1_2;quando as partículas [[que possuem carga]] se movem de modo ordenado.;1;as partículas [[que possuem carga]];movem;;;;Agent_Process;1;1;0;0;0
SetA;manually constructed;400_1;40011;400_1_1;A eletrostática estuda cargas elétricas [[que não possuem movimento]];1;A eletrostática;estuda;cargas elétricas [[que não possuem movimento]];;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;401_1;40111;401_1_1;A eletrostática estuda as cargas elétricas em repouso e [[ [^o modo] como elas interagem entre si]];1;A eletrostática;estuda;as cargas elétricas em repouso e [^o modo] como elas interagem entre si.;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;402_1;40211;402_1_1;A eletrodinâmica estuda cargas elétricas [[que possuem movimento]];1;A eletrodinâmica;estuda;cargas elétricas [[que possuem movimento]];;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;404_1;40411;404_1_1;O eletromagnetismo estuda os efeitos [[produzidos por cargas elétricas]], como a corrente elétrica e o campo magnético.;1;O eletromagnetismo;estuda;os efeitos [[produzidos por cargas elétricas]], como a corrente elétrica e o campo magnético.;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;405_1;40511;405_1_1;O eletromagnetismo estuda a forma [[como a eletricidade se relaciona com o magnetismo]].;1;O eletromagnetismo;estuda;a forma [[como a eletricidade se relaciona com o magnetismo]].;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;407_1;40711;407_1_1;A corrente elétrica é o movimento de elétrons [[que ocorre em um material condutor]];1;;é;A corrente elétrica;o movimento de elétrons [[que ocorre em um material condutor]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;408_1;40813;408_1_3;e geram uma corrente elétrica.;0;[^os elétrons];geram;uma corrente elétrica;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;411_1;41111;411_1_1;Na corrente contínua as cargas elétricas possuem sempre o mesmo sentido, ou seja, do polo positivo para o negativo.;0;;possuem;as cargas elétricas;o mesmo sentido;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;412_1;41212;412_1_2;quando as cargas elétricas se movimentam em sentidos opostos alternadamente.;0;as cargas elétricas;movimentam;;em sentidos opostos alternadamente.;;Agent_Process_Range;1;1;0;1;0
SetA;manually constructed;414_1;41412;414_1_2;para tentar prevenir infecções;0;[^antibióticos];tentar prevenir;[^antibióticos];infecções;;Agent_Process_Medium_Range;1;1;1;1;0
SetA;manually constructed;414_1;41414;414_1_4;para restaurar funções do sistema imunológico.;0;;restaurar;funções do sistema imunológico.;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;416_1;41611;416_1_1;A candidíase mucocutânea crônica é causada por uma ou duas mutações de algum gene [[que podem causar a doença]];1;por uma ou duas mutações de algum gene [[que podem causar a doença]];é causada;A candidíase mucocutânea crônica;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;417_2;41722;417_2_2;será diagnosticada candidíase mucocutânea crônica.;0;;será diagnosticada;candidíase mucocutânea crônica.;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;418_1;41811;418_1_1;Em geral, um fármaco antifúngico [[que é aplicado sobre a pele]] é utilizado;1;;é utilizado;um fármaco antifúngico [[que é aplicado sobre a pele]];;;Process_Medium;0;1;1;0;0
SetA;manually constructed;419_1;41911;419_1_1;A doença é herdada de forma autossômica e recessiva.;0;;é herdada;A doença;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;420_1;42013;420_1_3;ou pioram até que o tecido morra.;0;;pioram;[^as infecções];;;Process_Medium;0;1;1;0;0
SetA;manually constructed;420_2;42022;420_2_2;e o cordão umbilical pode demorar pelo menos três semanas para cair.;0;o cordão umbilical;pode demorar a cair;;;;Agent_Process;1;1;0;0;0
SetA;manually constructed;421_1;42111;421_1_1;Ao longo do tempo, as infecções ficam mais difíceis de controlar.;0;;ficam;as infecções;mais difíceis de controlar;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;422_1;42211;422_1_1;A transferência de calor pode ocorrer entre dois corpos de três maneiras diferentes: radiação, condução e convecção.;0;;pode ocorrer;A transferência de calor;entre dois corpos;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;423_1;42311;423_1_1;O calor é transferido de um corpo para outro devido à diferença de temperatura entre eles.;0;;é transferido;O calor;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;424_1;42411;424_1_1;A terapia genética [[para tratar esta doença]] está sendo objeto de estudo.;1;;está sendo;A terapia genética [[para tratar esta doença]];objeto de estudo;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;427_1;42711;427_1_1;Quando a temperatura de um corpo aumenta,;0;;aumenta;a temperatura de um corpo;;;Process_Medium;0;1;1;0;0
SetA;manually constructed;428_1;42812;428_1_2;e direciona;0;[^a motivação];direciona;;;;Agent_Process;1;1;0;0;0
SetA;manually constructed;428_1;42813;428_1_3;e intensifica os objetivos de cada um.;0;;intensifica;[^a motivação];os objetivos de cada um.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;430_1;43011;430_1_1;A Hipnose é um estado de consciência [[que permite ao indivíduo ter acesso a memórias e emoções que estão armazenadas no inconsciente]];1;;é;A Hipnose;um estado de consciência [[que permite ao indivíduo ter acesso a memórias e emoções que estão armazenadas no inconsciente]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;431_1;43111;431_1_1;Agorafobia é o medo [[de permanecer em locais públicos ou em uma multidão]];1;;é;Agorafobia;o medo [[de permanecer em locais públicos ou em uma multidão]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;433_1;43311;433_1_1;O sonambulismo é um distúrbio [[que ocorre durante o sono]],;1;;é;O sonambulismo;um distúrbio [[que ocorre durante o sono]],;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;434_1;43411;434_1_1;A deficiência mental é uma série de problemas [[que afetam o intelecto de um indivíduo]],;1;;é;A deficiência mental;uma série de problemas [[que afetam o intelecto de um indivíduo]],;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;435_1;43511;435_1_1;Auto-estima é uma opinião de si mesmo;0;;é;Auto-estima;uma opinião de si mesmo;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;436_1;43611;436_1_1;A auto-estima baixa pode causar problemas psicológicos, como depressão, ansiedade,;0;;pode causar;A auto-estima baixa;problemas psicológicos, como depressão, ansiedade,;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;437_1;43712;437_1_2;e pode provocar delírios e alucinações.;0;;pode provocar;[^A psicose];delírios e alucinações.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;439_1;43911;439_1_1;Ansiedade é um estado mental de apreensão ou medo [[que é causado quando um indivíduo antecipa uma situação desagradável ou perigosa]];1;;é;Ansiedade;um estado mental de apreensão ou medo [[que é causado quando um indivíduo antecipa uma situação desagradável ou perigosa]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;440_1;44011;440_1_1;A mecânica é a parte da física [[que estuda o movimento]];1;;é;A mecânica;a parte da física [[que estuda o movimento]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;441_1;44111;441_1_1;O eletromagnetismo estuda a associacao entre os fenômenos elétricos e magnéticos.;0;O eletromagnetismo;estuda;a associacao entre os fenômenos elétricos e magnéticos.;;;Agent_Process_Medium;1;1;1;0;0
SetA;manually constructed;442_1;44211;442_1_1;As ondas eletromagnéticas resultam da combinação de um campo elétrico e de um magnético [[que se propagam no espaço]];1;;resultam;As ondas eletromagnéticas;da combinação de um campo elétrico e de um magnético [[que se propagam no espaço]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;443_1;44311;443_1_1;A onda é um pulso [[que é capaz de se propagar]];1;;é;A onda;um pulso [[que é capaz de se propagar]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;444_1;44411;444_1_1;A trajetória é o espaço das posições [[que um corpo que se move ocupa]];1;;é;A trajetória;o espaço das posições [[que um corpo que se move ocupa]];;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;445_1;44512;445_1_2;para retornar ao ponto anterior no tempo a determinado evento traumático.;0;;retornar;[^o paciente];ao ponto anterior no tempo a determinado evento traumático.;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;446_1;44611;446_1_1;Espaço é a posição de um móvel em determinado momento em relação a um dado referencial.;0;;é;Espaço;a posição de um móvel em determinado momento em relação a um dado referencial;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;448_1;44811;448_1_1;Referencial é o ponto [[em relação ao qual pode se identificar se um móvel está em movimento ou em repouso]].;1;;é;Referencial;o ponto [[em relação ao qual pode se identificar se um móvel está em movimento ou em repouso]].;;Process_Medium_Range;0;1;1;1;0
SetA;manually constructed;449_1;44912;449_1_2;se sua posição não varia ao longo do tempo.;0;sua posição;varia;;;;Agent_Process;1;1;0;0;0
SetA;manually constructed;450_1;45011;450_1_1;Móvel é qualquer matéria [[que se desloca em relação a certo ponto de referência]];1;;é;Móvel;qualquer matéria [[que se desloca em relação a certo ponto de referência]];;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;451_1;45111;451_1_1;Forças de contato:[^são] forças aplicáveis;0;;[^são];Forças de contato;forças aplicáveis;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;452_1;45211;452_1_1;Forças de campo: [^são] forças aplicáveis de um corpo a outro;0;;[^são];Forças de campo;forças aplicáveis de um corpo a outro;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;453_1;45311;453_1_1;A fecundação é um processo biológico [[em que ocorre a fusão entre o material genético do gameta masculino e feminino com a consequente formação do zigoto]].;1;;é;A fecundação;um processo biológico [[em que ocorre a fusão entre o material genético do gameta masculino e feminino com a consequente formação do zigoto]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;454_1;45411;454_1_1;Mutação caracteriza-se como uma alteração na sequência de nucleotídeos do genoma.;0;;caracteriza;Mutação;como uma alteração na sequência de nucleotídeos dos genoma.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;455_1;45511;455_1_1;O vitiligo é uma doença cutânea [[cujos sintomas são despigmentação da pele e formação de manchas]].;1;;é;O vitiligo;uma doença cutânea [[cujos sintomas são despigmentação da pele e formação de manchas]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;456_1;45611;456_1_1;Segundo a teoria imunológica, o vitiligo caracteriza-se como um doença auto-imune devido à formação de anticorpos antimelanócitos.;0;o vitiligo;caracteriza;;como um doença auto-imune;;Agent_Process_Range;1;1;0;1;0
SetB;manually constructed;457_1;45712;457_1_2;a despigmentação do restante da pele pode ser recomendável.;0;;pode ser;a despigmentação do restante da pele;recomendável;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;458_1;45812;458_1_2;sendo causado por estímulos aleatórios imprecisos.;0;por estímulos aleatórios imprecisos.;sendo causado;;;;Agent_Process;1;1;0;0;0
SetB;manually constructed;459_1;45911;459_1_1;Asteroides são corpos rochosos metálicos com uma órbita definida ao redor do sol.;0;;são;Asteroides;corpos rochosos metálicos com uma órbita definida ao redor do sol.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;459_2;45921;459_2_1;Esses possuem pequena dimensão,;0;;possuem;Esses;pequena dimensão;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;460_1;46011;460_1_1;Saprófito é a definição biológica dos organismos [[cuja alimentação consiste em substâncias orgânicas provenientes da decomposição de matéria orgânica]].;1;;é;Saprófito;a definição biológica dos organismos [[cuja alimentação consiste em substâncias orgânicas provenientes da decomposição de matéria orgânica]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;461_1;46111;461_1_1;Seres heterótrofos são seres incapazes de realizar fotossíntese,;0;;são;Seres heterótrofos;seres incapazes de realizar fotossíntese,;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;461_1;46112;461_1_2;consequentemente torna-se necessário [[alimentar-se de outros seres vivos autótrofos ou heterótrofos]].;1;;torna;[[alimentar-se de outros seres vivos autótrofos ou heterótrofos]].;necessário;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;463_1;46312;463_1_2;e possui movimentos repetitivos.;0;;possui;[^o paciente];movimentos repetitivos;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;464_1;46412;464_1_2;e possui movimentos estereotipados.;0;;possui;[^o paciente];movimentos estereotipados;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;465_1;46511;465_1_1;Na mitose, os cromossomos duplicados ficam exatamente segregados em duas células, com núcleos próprios, [[gerados no processo]].;1;;ficam;os cromossomos duplicados;segregados em duas células, com núcleos próprios, [[gerados no processo]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;468_1;46811;468_1_1;As proteínas atuam na formação de todos os seres vivos, em seu desenvolvimento e crescimento.;0;;atuam;As proteínas;;;Process_Medium;0;1;1;0;0
SetB;manually constructed;469_1;46911;469_1_1;Os aminoácidos são as unidades básicas das proteínas, [[ligados entre si por ligações peptídicas]].;1;;são;Os aminoácidos;as unidades básicas das proteínas, [[ligados entre si por ligações peptídicas]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;471_1;47111;471_1_1;As proteínas derivadas não são naturais, [[mas sim obtidas como resultado de processos de degradação de proteínas simples ou conjugadas]].;1;;são;As proteínas derivadas ;naturais;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;475_1;47511;475_1_1;Anticorpos são glicoproteínas [[produzidos pelos animais cuja função primordial é o combate de substâncias estranhas ao organismo]].;1;;são;Anticorpos;glicoproteínas [[produzidos pelos animais [[cuja função primordial é o combate de substâncias estranhas ao organismo]] ]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;477_1;47711;477_1_1;As veias são os vasos sanguíneos responsáveis pelo transporte de CO2 dos tecidos para o coração.;0;;são;As veias;os vasos sanguíneos responsáveis pelo transporte de CO2 dos tecidos para o coração.;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;478_1;47811;478_1_1;O daltonismo ou discromatopsia é uma perturbação da visão [[caracterizada pela incapacidade de diferenciar cores, principalmente verde e vermelho]].;1;;é;O daltonismo ou discromatopsia;uma perturbação da visão [[caracterizada pela incapacidade de diferenciar cores, principalmente verde e vermelho]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;480_1;48011;480_1_1;Pleiotropia é um fenômeno [[caracterizado pelo fato de um gene ter a capacidade de determinar mais de uma característica simultaneamente]].;1;;é;Pleiotropia;um fenômeno [[caracterizado pelo fato de um gene ter a capacidade de determinar mais de uma característica simultaneamente]].;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;482_1;48211;482_1_1;As enzimas de restrição desempenham a função de clivagem do DNA em pontos específicos;0;;desempenham;As enzimas de restrição;a função de clivagem do DNA;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;483_1;48311;483_1_1;As enzimas de restrição possuem alta especificidade,;0;;possuem;As enzimas de restrição;alta especificidade,;;Process_Medium_Range;0;1;1;1;0
SetB;manually constructed;484_1;48412;484_1_2;que o movimento de um corpo em movimento contínuo só sofrerá alterações sob a ação de uma força externa.;0;;sofrerá alterações;o movimento de um corpo em movimento contínuo;;;Process_Medium;0;1;1;0;0
